"title","url","summary","source","publication_date","date_found","vulnerable_populations","needs_review","severity","status","reviewer_notes","relevance_score"
"LLM-AutoDiff: Auto-Differentiate Any LLM Workflow","http://arxiv.org/abs/2501.16673v2","Yet, prompt engineering -- the task of crafting textual inputs to effectively direct LLMs -- remains difficult and labor-intensive, particularly for complex pipelines that combine multiple LLM calls with functional operations like retrieval and data formatting. Unlike prior single-node approaches, LLM-AutoDiff inherently accommodates functional nodes, preserves time-sequential behavior in repeated calls (e.g., multi-hop loops), and combats the ""lost-in-the-middle"" problem by isolating distinc...","arXiv","2025-01-28","2025-11-12 14:12:20","","True","","discovered","Research paper","15.0"
"Federated Sketching LoRA: A Flexible Framework for Heterogeneous Collaborative Fine-Tuning of LLMs","http://arxiv.org/abs/2501.19389v3","Recent works have fused low-rank adaptation (LoRA) techniques with federated fine-tuning to mitigate challenges associated with client model sizes and data scarcity. Still, the heterogeneity of resources remains a critical bottleneck: while higher-rank modules generally enhance performance, varying client capabilities constrain LoRA's feasible rank range. Existing approaches attempting to resolve this issue either lack analytical justification or impose additional computational overhead, leav...","arXiv","2025-01-31","2025-11-12 14:12:19","","True","","discovered","Research paper","15.0"
"Users' Mental Models of Generative AI Chatbot Ecosystems","http://arxiv.org/abs/2501.19211v1","In this paper, we investigate users' mental models of how GenAI Chatbot Ecosystems work. This is an important question because users' mental models guide their behaviors, including making decisions that impact their privacy. Through 21 semi-structured interviews, we uncovered users' four mental models towards first-party (e.g., Google Gemini) and third-party (e.g., ChatGPT) GenAI Chatbot Ecosystems.","arXiv","2025-01-31","2025-11-12 14:12:27","","True","","discovered","Research paper","15.0"
"Position: Scaling LLM Agents Requires Asymptotic Analysis with LLM Primitives","http://arxiv.org/abs/2502.04358v2","Decomposing hard problems into subproblems often makes them easier and more efficient to solve. With large language models (LLMs) crossing critical reliability thresholds for a growing slate of capabilities, there is an increasing effort to decompose systems into sets of LLM-based agents, each of whom can be delegated sub-tasks. By treating the LLM forward pass as the atomic unit of computational cost, one can separate out the (often opaque) inner workings of a particular LLM from the inheren...","arXiv","2025-02-04","2025-11-12 14:12:20","","True","","discovered","Research paper","15.0"
"LLM Bandit: Cost-Efficient LLM Generation via Preference-Conditioned Dynamic Routing","http://arxiv.org/abs/2502.02743v1","In this work, we present a novel framework that formulates the LLM selection process as a multi-armed bandit problem, enabling dynamic and intelligent routing of queries to the most appropriate model. Our approach incorporates a preference-conditioned dynamic routing mechanism, allowing users to specify their preferences at inference time, thereby offering a customizable balance between performance and cost. Additionally, our selection policy is designed to generalize to unseen LLMs, ensuring...","arXiv","2025-02-04","2025-11-12 14:12:20","","True","","discovered","Research paper","15.0"
"When One LLM Drools, Multi-LLM Collaboration Rules","http://arxiv.org/abs/2502.04506v1","This position paper argues that in many realistic (i.e., complex, contextualized, subjective) scenarios, one LLM is not enough to produce a reliable output. We challenge the status quo of relying solely on a single general-purpose LLM and argue for multi-LLM collaboration to better represent the extensive diversity of data, skills, and people. Based on these methods, we highlight how multi-LLM collaboration addresses challenges that a single LLM struggles with, such as reliability, democratiz...","arXiv","2025-02-06","2025-11-12 14:12:20","","True","","discovered","Research paper","15.0"
"PILAF: Optimal Human Preference Sampling for Reward Modeling","http://arxiv.org/abs/2502.04270v1","As large language models increasingly drive real-world applications, aligning them with human values becomes paramount. In practice, RLHF mostly relies on approximate reward models, which may not consistently guide the policy toward maximizing the underlying human values. The method is straightforward to implement and demonstrates strong performance in iterative and online RLHF settings where feedback curation is critical.","arXiv","2025-02-06","2025-11-12 14:12:44","","True","","discovered","Research paper","15.0"
"Can LLMs Replace Human Evaluators? An Empirical Study of LLM-as-a-Judge in Software Engineering","http://arxiv.org/abs/2502.06193v3","The commonly used Pass@k metric necessitates extensive unit tests and configured environments, demands a high labor cost, and is not suitable for evaluating LLM-generated text. In this paper, we empirically explore LLM-as-a-judge methods for evaluating SE tasks, focusing on their alignment with human judgments. The results indicate that output-based methods reach the highest Pearson correlation of 81.32 and 68.51 with human scores in code translation and generation, achieving near-human evalu...","arXiv","2025-02-10","2025-11-12 14:12:18","","True","","discovered","Research paper","15.0"
"LLM Modules: Knowledge Transfer from a Large to a Small Model using Enhanced Cross-Attention","http://arxiv.org/abs/2502.08213v1","In this work, we propose an architecture of LLM Modules that enables the transfer of knowledge from a large pre-trained model to a smaller model using an Enhanced Cross-Attention mechanism. Experimental results on the Bespoke-Stratos-17k dataset demonstrate that after 15 epochs of training, the combined model generates responses comparable in quality to those obtained by distillation. We discuss the advantages of the modular approach, provide examples of input queries and comparative analysis...","arXiv","2025-02-12","2025-11-12 14:12:19","","True","","discovered","Research paper","15.0"
"Vendi-RAG: Adaptively Trading-Off Diversity And Quality Significantly Improves Retrieval Augmented Generation With LLMs","http://arxiv.org/abs/2502.11228v2","Retrieval-augmented generation (RAG) enhances large language models (LLMs) for domain-specific question-answering (QA) tasks by leveraging external knowledge sources. However, traditional RAG systems primarily focus on relevance-based retrieval and often struggle with redundancy, especially when reasoning requires connecting information from multiple sources. Finally, we evaluated Vendi-RAG across different LLM backbones, including GPT-3.5, GPT-4, and GPT-4o-mini, and observed consistent impr...","arXiv","2025-02-16","2025-11-12 14:12:19","elderly","True","","discovered","Research paper","15.0"
"Large Language Models Penetration in Scholarly Writing and Peer Review","http://arxiv.org/abs/2502.11193v1","While the widespread use of Large Language Models (LLMs) brings convenience, it also raises concerns about the credibility of academic research and scholarly processes. To better understand these dynamics, we evaluate the penetration of LLMs across academic workflows from multiple perspectives and dimensions, providing compelling evidence of their growing influence. These findings emphasize the need for transparency, accountability, and ethical practices in LLM usage to maintain academic cred...","arXiv","2025-02-16","2025-11-12 14:12:20","","True","","discovered","Research paper","15.0"
"Detecting Various DeFi Price Manipulations with LLM Reasoning","http://arxiv.org/abs/2502.11521v2","It manages hundreds of billions in Total Value Locked (TVL) on-chain, yet it remains susceptible to common DeFi price manipulation attacks. To further strengthen LLMs in this aspect, we leverage Foundry to synthesize on-chain data and use it to fine-tune a DeFi price-specific LLM. Moreover, we evaluate DeFiScope's cost-effectiveness and demonstrate its practicality by helping our industry partner confirm 147 real-world price manipulation attacks, including discovering 81 previously unknown hi...","arXiv","2025-02-17","2025-11-12 14:12:19","","True","","discovered","Research paper","15.0"
"AI Mimicry and Human Dignity: Chatbot Use as a Violation of Self-Respect","http://arxiv.org/abs/2503.05723v1","Current chatbots, driven by large language models (LLMs), mimic human linguistic behaviour but lack the moral and rational capacities essential for genuine interpersonal respect. Consequently, such chatbot interactions amount to subtle but significant violations of self-respect: the respect we are dutybound to show for our own dignity. We illustrate this by discussing four actual chatbot use cases (information retrieval, customer service, advising, and companionship), and propound that the in...","arXiv","2025-02-17","2025-11-12 14:12:28","","True","","discovered","Research paper","15.0"
"Steering into New Embedding Spaces: Analyzing Cross-Lingual Alignment Induced by Model Interventions in Multilingual Language Models","http://arxiv.org/abs/2502.15639v2","Typically alignment requires fine-tuning a model, which is computationally expensive, and sizable language data, which often may not be available. We analyze the effect of a popular intervention (finding experts) on the alignment of cross-lingual representations in mLLMs. We identify the neurons to manipulate for a given language and introspect the embedding space of mLLMs pre- and post-manipulation.","arXiv","2025-02-21","2025-11-12 14:12:36","","True","","discovered","Research paper","15.0"
"GOD model: Privacy Preserved AI School for Personal Assistant","http://arxiv.org/abs/2502.18527v2","To address these challenges, we introduce the Guardian of Data (GOD), a secure, privacy-preserving framework for training and evaluating AI assistants directly on-device. Functioning like an AI school, it addresses the cold start problem by simulating user queries and employing a curriculum-based approach to refine the performance of each assistant. Running within a Trusted Execution Environment (TEE), it safeguards user data while applying reinforcement and imitation learning to refine AI re...","arXiv","2025-02-24","2025-11-12 14:12:11","minors","True","","discovered","Research paper","15.0"
"Capability Instruction Tuning: A New Paradigm for Dynamic LLM Routing","http://arxiv.org/abs/2502.17282v1","Large Language Models (LLMs) have demonstrated human-like instruction-following abilities, particularly those exceeding 100 billion parameters. Our experiments show that Model-SAT understands the performance dimensions of candidate models and provides the probabilities of their capability to handle various instructions. Additionally, during deployment, a new model can quickly infer its aptitude test results across 50 tasks, each with 20 shots.","arXiv","2025-02-24","2025-11-12 14:12:18","","True","","discovered","Research paper","15.0"
"The Lottery LLM Hypothesis, Rethinking What Abilities Should LLM Compression Preserve?","http://arxiv.org/abs/2502.17535v1","However, current methods predominantly emphasize maintaining the performance of compressed LLMs, as measured by perplexity or simple accuracy on tasks of common sense knowledge QA and basic arithmetic reasoning. In this blog, we present a brief review of recent advancements in LLMs related to retrieval-augmented generation, multi-step reasoning, external tools, and computational expressivity, all of which substantially enhance LLM performance. Based on the review of current progress in LLMs, ...","arXiv","2025-02-24","2025-11-12 14:12:20","","True","","discovered","Research paper","15.0"
"Harnessing Multiple Large Language Models: A Survey on LLM Ensemble","http://arxiv.org/abs/2502.18036v5","LLM Ensemble -- which involves the comprehensive use of multiple large language models (LLMs), each aimed at handling user queries during downstream inference, to benefit from their individual strengths -- has gained substantial attention recently. The widespread availability of LLMs, coupled with their varying strengths and out-of-the-box usability, has profoundly advanced the field of LLM Ensemble. Finally, we introduce related benchmarks and applications, summarize existing studies, and su...","arXiv","2025-02-25","2025-11-12 14:12:18","","True","","discovered","Research paper","15.0"
"LLM Post-Training: A Deep Dive into Reasoning Large Language Models","http://arxiv.org/abs/2502.21321v2","While pretraining provides a broad linguistic foundation, post-training methods enable LLMs to refine their knowledge, improve reasoning, enhance factual accuracy, and align more effectively with user intents and ethical considerations. Fine-tuning, reinforcement learning, and test-time scaling have emerged as critical strategies for optimizing LLMs performance, ensuring robustness, and improving adaptability across various real-world tasks. This survey provides a systematic exploration of po...","arXiv","2025-02-28","2025-11-12 14:12:19","","True","","discovered","Research paper","15.0"
"How Do Teachers Create Pedagogical Chatbots?: Current Practices and Challenges","http://arxiv.org/abs/2503.00967v2","Through semi-structured interviews with seven K-12 teachers, we examined their practices and challenges when designing, implementing, and deploying chatbots. Teachers engaged in various creation practices and had different challenges; novices in chatbot creation struggled mainly with initial design and technical implementation, while experienced teachers faced challenges with technical aspects and analyzing conversational data. This work provides foundational insights from teachers that can e...","arXiv","2025-03-02","2025-11-12 14:12:28","","True","","discovered","Research paper","15.0"
"From Language to Cognition: How LLMs Outgrow the Human Language Network","http://arxiv.org/abs/2503.01830v2","However, the key properties of language shaping brain-like representations, and their evolution during training as a function of different tasks remain unclear. We here benchmark 34 training checkpoints spanning 300B tokens across 8 different model sizes to analyze how brain alignment relates to linguistic competence. While functional competence, which involves world knowledge and reasoning, continues to develop throughout training, its relationship with brain alignment is weaker, suggesting ...","arXiv","2025-03-03","2025-11-12 14:12:05","","True","","discovered","Research paper","15.0"
"Adding Alignment Control to Language Models","http://arxiv.org/abs/2503.04346v2","Post-training alignment has increasingly become a crucial factor in enhancing the usability of language models (LMs). This paper proposes a method to incorporate alignment control into a single model, referred to as CLM. During inference, the input embeddings are processed through the aligned and unaligned layers, which are then merged through the interpolation coefficient.","arXiv","2025-03-06","2025-11-12 14:12:35","","True","","discovered","Research paper","15.0"
"On a Connection Between Imitation Learning and RLHF","http://arxiv.org/abs/2503.05079v1","This work studies the alignment of large language models with preference data from an imitation learning perspective. Building on this connection, we propose DIL, a principled framework that directly optimizes the imitation learning objective. Extensive experiments demonstrate that DIL outperforms existing methods on various challenging benchmarks.","arXiv","2025-03-07","2025-11-12 14:12:44","","True","","discovered","Research paper","15.0"
"Fine-Grained Bias Detection in LLM: Enhancing detection mechanisms for nuanced biases","http://arxiv.org/abs/2503.06054v1","The approach integrates contextual analysis, interpretability via attention mechanisms, and counterfactual data augmentation to capture hidden biases across linguistic contexts. Results show improvements in detecting subtle biases compared to conventional methods, which often fail to highlight disparities in model responses to race, gender, and socio-political contexts. The proposed detection mechanisms enhance model transparency and support responsible LLM deployment in sensitive application...","arXiv","2025-03-08","2025-11-12 14:12:27","medical","True","","discovered","Research paper","15.0"
"ASIDE: Architectural Separation of Instructions and Data in Language Models","http://arxiv.org/abs/2503.10566v3","Despite their remarkable performance, large language models lack elementary safety features, making them susceptible to numerous malicious attacks. In particular, previous work has identified the absence of an intrinsic separation between instructions and data as a root cause of the success of prompt injection attacks. In this work, we propose a new architectural element, ASIDE, that allows language models to clearly separate instructions and data at the level of embeddings.","arXiv","2025-03-13","2025-11-12 14:12:05","","True","","discovered","Research paper","15.0"
"SVD-LLM V2: Optimizing Singular Value Truncation for Large Language Model Compression","http://arxiv.org/abs/2503.12340v1","Despite significant advancements, the practical deployment of Large Language Models (LLMs) is often hampered by their immense sizes, highlighting the need for effective compression techniques. Singular Value Decomposition (SVD) is a promising LLM compression technique. Our results show SVD-LLM V2 outperforms state-of-the-art SVD-based LLM compression methods.","arXiv","2025-03-16","2025-11-12 14:12:18","","True","","discovered","Research paper","15.0"
"Aligning Multimodal LLM with Human Preference: A Survey","http://arxiv.org/abs/2503.14504v2","Large language models (LLMs) can handle a wide variety of general tasks with simple prompts, without the need for task-specific training. Multimodal Large Language Models (MLLMs), built upon LLMs, have demonstrated impressive potential in tackling complex tasks involving visual, auditory, and textual data. However, critical issues related to truthfulness, safety, o1-like reasoning, and alignment with human preference remain insufficiently addressed.","arXiv","2025-03-18","2025-11-12 14:12:34","","True","","discovered","Research paper","15.0"
"Investigating Retrieval-Augmented Generation in Quranic Studies: A Study of 13 Open-Source Large Language Models","http://arxiv.org/abs/2503.16581v1","Accurate and contextually faithful responses are critical when applying large language models (LLMs) to sensitive and domain-specific tasks, such as answering queries related to quranic studies. General-purpose LLMs often struggle with hallucinations, where generated responses deviate from authoritative sources, raising concerns about their reliability in religious contexts. This article examines the trade-offs between model size, computational efficiency, and response quality while using LLM...","arXiv","2025-03-20","2025-11-12 14:12:05","","True","","discovered","Research paper","15.0"
"LLM+MAP: Bimanual Robot Task Planning using Large Language Models and Planning Domain Definition Language","http://arxiv.org/abs/2503.17309v1","Bimanual robotic manipulation provides significant versatility, but also presents an inherent challenge due to the complexity involved in the spatial and temporal coordination between two hands. Existing works predominantly focus on attaining human-level manipulation skills for robotic hands, yet little attention has been paid to task planning on long-horizon timescales. With their outstanding in-context learning and zero-shot generation abilities, Large Language Models (LLMs) have been appli...","arXiv","2025-03-21","2025-11-12 14:12:18","","True","","discovered","Research paper","15.0"
"Commander-GPT: Fully Unleashing the Sarcasm Detection Capability of Multi-Modal Large Language Models","http://arxiv.org/abs/2503.18681v3","Sarcasm detection, as a crucial research direction in the field of Natural Language Processing (NLP), has attracted widespread attention. However, effectively leveraging multi-modal information to accurately identify sarcastic content remains a challenge that warrants further exploration. Our experiments demonstrate that our approach achieves state-of-the-art performance, with a 19.3% improvement in F1 score, without necessitating fine-tuning or ground-truth rationales.","arXiv","2025-03-24","2025-11-12 14:12:05","elderly","True","","discovered","Research paper","15.0"
"Enhancing Small Language Models for Cross-Lingual Generalized Zero-Shot Classification with Soft Prompt Tuning","http://arxiv.org/abs/2503.19469v2","In NLP, Zero-Shot Classification (ZSC) has become essential for enabling models to classify text into categories unseen during training, particularly in low-resource languages and domains where labeled data is scarce. To address these challenges, we introduce RoSPrompt, a lightweight and data-efficient approach for training soft prompts that enhance cross-lingual ZSC while ensuring robust generalization across data distribution shifts. RoSPrompt is designed for small multilingual PLMs, enabli...","arXiv","2025-03-25","2025-11-12 14:12:04","elderly","True","","discovered","Research paper","15.0"
"Distinct social-linguistic processing between humans and large audio-language models: Evidence from model-brain alignment","http://arxiv.org/abs/2503.19586v2","Voice-based AI development faces unique challenges in processing both linguistic and paralinguistic information. This study compares how large audio-language models (LALMs) and humans integrate speaker characteristics during speech comprehension, asking whether LALMs process speaker-contextualized language in ways that parallel human cognitive mechanisms. Using surprisal and entropy metrics from the models, we analyzed their sensitivity to speaker-content incongruency across social stereotype...","arXiv","2025-03-25","2025-11-12 14:12:34","","True","","discovered","Research paper","15.0"
"How do language models learn facts? Dynamics, curricula and hallucinations","http://arxiv.org/abs/2503.21676v2","Large language models accumulate vast knowledge during pre-training, yet the dynamics governing this acquisition remain poorly understood. This work investigates the learning dynamics of language models on a synthetic factual recall task, uncovering three key findings: First, language models learn in three phases, exhibiting a performance plateau before acquiring precise factual knowledge. Mechanistically, this plateau coincides with the formation of attention-based circuits that support recall.","arXiv","2025-03-27","2025-11-12 14:12:03","","True","","discovered","Research paper","15.0"
"Whisper-LM: Improving ASR Models with Language Models for Low-Resource Languages","http://arxiv.org/abs/2503.23542v1","Through rigorous fine-tuning and evaluation across multiple datasets, we demonstrate substantial improvements in word error rate, particularly in low-resource scenarios. Our approach not only does take advantage of the extensive data Whisper was pre-trained on, but also complements its linguistic adaptability by incorporating language models. In summary, this research clears the way for more inclusive ASR technologies that perform better across languages by enriching their linguistic knowledge.","arXiv","2025-03-30","2025-11-12 14:12:04","minors","True","","discovered","Research paper","15.0"
"Redefining technology for indigenous languages","http://arxiv.org/abs/2504.01522v1","In this paper, we offer an overview of indigenous languages, identifying the causes of their devaluation and the need for legislation on language rights. We review the technologies used to revitalize these languages, finding that when they come from outside, they often have the opposite effect to what they seek; however, when developed from within communities, they become powerful instruments of expression. We propose that the inclusion of Indigenous knowledge in large language models (LLMs) ...","arXiv","2025-04-02","2025-11-12 14:12:04","","True","","discovered","Research paper","15.0"
"Code Red! On the Harmfulness of Applying Off-the-shelf Large Language Models to Programming Tasks","http://arxiv.org/abs/2504.01850v1","Nowadays, developers increasingly rely on solutions powered by Large Language Models (LLM) to assist them with their coding tasks. Furthermore, we investigate the impact of models size, architecture family, and alignment strategies on their tendency to generate harmful content. These results highlight the importance of targeted alignment strategies tailored to the unique challenges of software engineering tasks and provide a foundation for future work in this critical area.","arXiv","2025-04-02","2025-11-12 14:13:01","","True","","discovered","Research paper","15.0"
"Benchmarking Adversarial Robustness to Bias Elicitation in Large Language Models: Scalable Automated Assessment with LLM-as-a-Judge","http://arxiv.org/abs/2504.07887v2","The growing integration of Large Language Models (LLMs) into critical societal domains has raised concerns about embedded biases that can perpetuate stereotypes and undermine fairness. Despite mitigation efforts, recent studies show that LLMs remain vulnerable to adversarial attacks that elicit biased outputs. We also find that successive LLM generations exhibit slight safety gains, while models fine-tuned for the medical domain tend to be less safe than their general-purpose counterparts.","arXiv","2025-04-10","2025-11-12 14:12:19","","True","","discovered","Research paper","15.0"
"Cat, Rat, Meow: On the Alignment of Language Model and Human Term-Similarity Judgments","http://arxiv.org/abs/2504.07965v1","Small and mid-sized generative language models have gained increasing attention. We evaluate 32 publicly available language models for their representational and behavioral alignment with human similarity judgments on a word triplet task. This provides a novel evaluation setting to probe semantic associations in language beyond common pairwise comparisons.","arXiv","2025-04-10","2025-11-12 14:12:33","","True","","discovered","Research paper","15.0"
"LLM-SRBench: A New Benchmark for Scientific Equation Discovery with Large Language Models","http://arxiv.org/abs/2504.10415v2","Recently, Large Language Models (LLMs) have gained interest for this task due to their potential to leverage embedded scientific knowledge for hypothesis generation. Through extensive evaluation of several state-of-the-art methods, using both open and closed LLMs, we find that the best-performing system so far achieves only 31.5% symbolic accuracy. These findings highlight the challenges of scientific equation discovery, positioning LLM-SRBench as a valuable resource for future research.","arXiv","2025-04-14","2025-11-12 14:12:19","","True","","discovered","Research paper","15.0"
"Benchmarking Vision Language Models on German Factual Data","http://arxiv.org/abs/2504.11108v2","We disentangle the image-related aspects from the textual ones by analyzing accu-racy with jury-as-a-judge in both prompt languages and images from German and international contexts. We found that for celebrities and sights, VLMs struggle because they are lacking visual cognition of German image contents. For animals and plants, the tested models can often correctly identify the image contents ac-cording to the scientific name or English common name but fail in German lan-guage.","arXiv","2025-04-15","2025-11-12 14:12:04","","True","","discovered","Research paper","15.0"
"LLM-as-a-Judge: Reassessing the Performance of LLMs in Extractive QA","http://arxiv.org/abs/2504.11972v2","Extractive reading comprehension question answering (QA) datasets are typically evaluated using Exact Match (EM) and F1-score, but these metrics often fail to fully capture model performance. With the success of large language models (LLMs), they have been employed in various tasks, including serving as judges (LLM-as-a-judge). While LLM-as-a-judge is not perfect for more difficult answer types (e.g., job), it still outperforms EM/F1, and we observe no bias issues, such as self-preference, wh...","arXiv","2025-04-16","2025-11-12 14:12:18","","True","","discovered","Research paper","15.0"
"Gauging Overprecision in LLMs: An Empirical Study","http://arxiv.org/abs/2504.12098v2","Recently, overconfidence in large language models (LLMs) has garnered considerable attention due to its fundamental importance in quantifying the trustworthiness of LLM generation. Inspired by a different aspect of overconfidence in cognitive science called \\textit{overprecision}, we designed a framework for its study in black box LLMs. This study allowed us to gain various insights into LLM overprecision: 1) LLMs are highly uncalibrated for numerical tasks 2) there is no correlation between ...","arXiv","2025-04-16","2025-11-12 14:12:20","","True","","discovered","Research paper","15.0"
"Designing AI Systems that Augment Human Performed vs. Demonstrated Critical Thinking","http://arxiv.org/abs/2504.14689v1","The recent rapid advancement of LLM-based AI systems has accelerated our search and production of information. Recent research has started to examine the impact of generative AI on individuals' cognitive abilities, especially critical thinking. Based on definitions of critical thinking across psychology and education, this position paper proposes the distinction between demonstrated and performed critical thinking in the era of generative AI and discusses the implication of this distinction i...","arXiv","2025-04-20","2025-11-12 14:12:10","","True","","discovered","Research paper","15.0"
"A LoRA-Based Approach to Fine-Tuning LLMs for Educational Guidance in Resource-Constrained Settings","http://arxiv.org/abs/2504.15610v2","Technical innovations entailed memory-efficient quantization, parameter-efficient adaptation, and continuous training analytics via Weights & Biases. Limitations included decreased generalizability and the application of a synthetically generated dataset, but this framework is scalable for adding new multilingual-augmented and real-time academic advising processes. Future directions may include plans for the integration of retrieval-augmented generation, applying dynamic quantization routines...","arXiv","2025-04-22","2025-11-12 14:12:20","","True","","discovered","Research paper","15.0"
"Enhancing Critical Thinking with AI: A Tailored Warning System for RAG Models","http://arxiv.org/abs/2504.16883v1","Retrieval-Augmented Generation (RAG) systems offer a powerful approach to enhancing large language model (LLM) outputs by incorporating fact-checked, contextually relevant information. Our research explores how tailored warning messages -- whose content depends on the specific context of hallucination -- shape user reasoning and actions in an educational quiz setting. Preliminary findings suggest that while warnings improve accuracy and awareness of high-level hallucinations, they may also in...","arXiv","2025-04-23","2025-11-12 14:12:12","","True","","discovered","Research paper","15.0"
"Leveraging LLMs as Meta-Judges: A Multi-Agent Framework for Evaluating LLM Judgments","http://arxiv.org/abs/2504.17087v1","Large language models (LLMs) are being widely applied across various fields, but as tasks become more complex, evaluating their responses is increasingly challenging. Compared to methods using a single LLM as both judge and meta-judge, our pipeline introduces multi-agent collaboration and a more comprehensive rubric. Our work demonstrates the potential of LLMs as meta-judges and lays the foundation for future research on constructing preference datasets for LLM-as-a-judge reinforcement learning.","arXiv","2025-04-23","2025-11-12 14:12:20","elderly","True","","discovered","Research paper","15.0"
"m-KAILIN: Knowledge-Driven Agentic Scientific Corpus Distillation Framework for Biomedical Large Language Models Training","http://arxiv.org/abs/2504.19565v2","Central to our approach is a collaborative multi-agent architecture, where specialized agents, each guided by the Medical Subject Headings (MeSH) hierarchy, work in concert to autonomously extract, synthesize, and self-evaluate high-quality textual data from vast scientific literature. This agentic framework collectively generates and refines domain-specific question-answer pairs, ensuring comprehensive coverage and consistency with biomedical ontologies while minimizing manual involvement. D...","arXiv","2025-04-28","2025-11-12 14:12:05","","True","","discovered","Research paper","15.0"
"LLM-Powered GUI Agents in Phone Automation: Surveying Progress and Prospects","http://arxiv.org/abs/2504.19838v2","We first contextualize key challenges, (i) limited generality, (ii) high maintenance overhead, and (iii) weak intent comprehension, and show how LLMs address these issues through advanced language understanding, multimodal perception, and robust decision-making. We then propose a taxonomy covering fundamental agent frameworks (single-agent, multi-agent, plan-then-act), modeling approaches (prompt engineering, training-based), and essential datasets and benchmarks. Finally, we discuss open cha...","arXiv","2025-04-28","2025-11-12 14:12:19","","True","","discovered","Research paper","15.0"
"When Reasoning Beats Scale: A 1.5B Reasoning Model Outranks 13B LLMs as Discriminator","http://arxiv.org/abs/2505.03786v1","In this study, we benchmark a distilled 1.5B parameter reasoning model (DeepSeek-R1) against several state-of-the-art non-reasoning LLMs within a generator-discriminator LLM planning framework for the text-to-SQL task. For this, we introduce a novel method for extracting soft scores from the chain-of-thought (CoT) outputs from reasoning that enables fine-grained ranking of candidates. Our work highlights the potential of reasoning models as discriminators in agentic frameworks, far outweighin...","arXiv","2025-04-30","2025-11-12 14:12:18","","True","","discovered","Research paper","15.0"
"DMRL: Data- and Model-aware Reward Learning for Data Extraction","http://arxiv.org/abs/2505.06284v1","Large language models (LLMs) are inherently vulnerable to unintended privacy breaches. To address these challenges, we propose DMRL, a Data- and Model-aware Reward Learning approach for data extraction. Comprehensive experiments across various LLMs demonstrate that DMRL outperforms all baseline methods in data extraction performance.","arXiv","2025-05-07","2025-11-12 14:12:43","","True","","discovered","Research paper","15.0"
"LATENT: LLM-Augmented Trojan Insertion and Evaluation Framework for Analog Netlist Topologies","http://arxiv.org/abs/2505.06364v1","Effective defense techniques require a clear understanding of the attack vectors; however, the lack of diverse analog Trojan instances limits robust advances in detection strategies. LATENT incorporates LLM as an autonomous agent to intelligently insert and refine Trojan components within analog designs based on iterative feedback from a detection model. Experimental results demonstrate that our generated Trojan designs exhibit an average Trojan-activation range of 15.74%, ensuring they remai...","arXiv","2025-05-09","2025-11-12 14:12:19","","True","","discovered","Research paper","15.0"
"Are LLMs complicated ethical dilemma analyzers?","http://arxiv.org/abs/2505.08106v1","Metric weights are computed through an inversion-based ranking alignment and pairwise AHP analysis, enabling fine-grained comparison of model outputs to expert responses. Our results show that LLMs generally outperform non-expert humans in lexical and structural alignment, with GPT-4o-mini performing most consistently across all sections. Human responses, while less structured, occasionally achieve comparable semantic similarity, suggesting intuitive moral reasoning.","arXiv","2025-05-12","2025-11-12 14:12:18","","True","","discovered","Research paper","15.0"
"Retrospex: Language Agent Meets Offline Reinforcement Learning Critic","http://arxiv.org/abs/2505.11807v2","Large Language Models (LLMs) possess extensive knowledge and commonsense reasoning capabilities, making them valuable for creating powerful agents. This work introduces a new LLM-based agent framework called Retrospex, which addresses this challenge by analyzing past experiences in depth. Additionally, Retrospex employs a dynamic action rescoring mechanism that increases the importance of experience-based values for tasks that require more interaction with the environment.","arXiv","2025-05-17","2025-11-12 14:12:04","","True","","discovered","Research paper","15.0"
"Improve Language Model and Brain Alignment via Associative Memory","http://arxiv.org/abs/2505.13844v1","Associative memory engages in the integration of relevant information for comprehension in the human cognition system. In this work, we seek to improve alignment between language models and human brain while processing speech information by integrating associative memory. After verifying the alignment between language model and brain by mapping language model activations to brain activity, the original text stimuli expanded with simulated associative memory are regarded as input to computatio...","arXiv","2025-05-20","2025-11-12 14:12:35","elderly","True","","discovered","Research paper","15.0"
"sudoLLM: On Multi-role Alignment of Language Models","http://arxiv.org/abs/2505.14607v3","User authorization-based access privileges are a key feature in many safety-critical systems, but have not been extensively studied in the large language model (LLM) realm. We present empirical results demonstrating that this approach shows substantially improved alignment, generalization, resistance to prefix-based jailbreaking attacks, and ``fails-closed''. The persistent tension between the language modeling objective and safety alignment, which is often exploited to jailbreak LLMs, is som...","arXiv","2025-05-20","2025-11-12 14:12:35","","True","","discovered","Research paper","15.0"
"CausalVLBench: Benchmarking Visual Causal Reasoning in Large Vision-Language Models","http://arxiv.org/abs/2506.11034v2","Extending LLMs to incorporate visual inputs, large vision-language models (LVLMs) have shown impressive performance in tasks such as recognition and visual question answering (VQA). We take this opportunity to formally introduce a comprehensive causal reasoning benchmark for multi-modal in-context learning from LVLMs. We hope that our benchmark elucidates the drawbacks of existing vision-language models and motivates new directions and paradigms in improving the visual causal reasoning abilit...","arXiv","2025-05-21","2025-11-12 14:12:05","","True","","discovered","Research paper","15.0"
